R1,R2,R3,R4,X,Y,barrier
D,C,A,D,B,C,27.60481262314427
C,D,A,D,B,C,27.63576706562068
D,A,E,E,C,C,27.657092188837677
A,C,E,A,B,C,27.710522445493407
A,A,E,D,C,D,27.85513144727357
C,A,A,E,B,C,27.85952319795565
A,B,E,E,B,D,28.019885116443238
A,A,A,D,C,C,28.04080464083067
C,A,E,B,B,C,28.185179537396227
A,A,A,E,C,C,28.200169614113207
A,C,E,D,B,D,28.20073201531516
A,A,C,D,B,C,28.207929700867123
D,B,A,D,B,C,28.21089854235086
A,A,D,C,B,C,28.211338555673255
A,A,E,E,C,D,28.26763354313043
D,A,A,D,C,C,28.31495901814915
A,D,D,A,C,C,28.31754799384149
D,A,A,E,C,C,28.383080275650755
A,A,C,E,C,D,28.4064344251564
A,B,A,E,B,C,28.408468071538135
A,D,B,D,C,D,28.44501882131297
A,C,A,A,B,C,28.464653264404287
D,C,E,D,B,D,28.58042200718264
B,A,E,E,B,D,28.691382550985224
A,A,E,A,C,C,28.72637319900971
C,D,A,E,B,C,28.745330287743897
D,C,D,E,B,D,28.76959787763572
B,A,E,D,B,C,28.97359294399772
A,B,D,E,B,C,28.98604077343798
D,C,E,E,B,D,29.11987021800266
C,A,E,E,B,D,29.149717567124096
B,E,A,D,B,C,29.17946974983288
B,E,A,A,B,C,29.181621836875888
A,B,E,D,B,D,29.252220936720484
B,D,A,A,C,D,29.273073665299925
D,C,A,E,B,C,29.31813483741968
C,D,E,A,B,C,29.327699780566554
B,D,E,D,B,C,29.402682177782484
B,A,A,A,B,D,29.451664143581727
A,C,E,E,B,D,29.511845721533344
A,A,A,C,B,C,29.64328518043022
A,B,E,A,B,C,29.671073368288155
D,D,C,D,B,C,29.76749609955477
A,A,E,B,C,D,29.767732519595672
D,B,E,E,B,C,29.833854204062565
A,D,C,E,B,C,29.924235315462575
D,C,A,A,B,C,29.975779788975775
A,C,A,E,B,D,30.039800165475945
A,C,D,A,B,D,30.093083656095025
C,A,D,A,B,D,30.14763101818603
A,C,E,A,B,D,30.32555391477541
C,D,A,A,B,C,30.37146121283469
A,A,A,A,C,D,30.378374689538777
B,D,A,D,B,C,30.40619911561426
D,D,E,E,B,C,30.444400885423523
D,A,A,A,C,C,30.47381103628191
A,D,E,B,C,D,30.56419821496948
D,B,A,A,B,C,30.649572546430264
B,A,E,A,B,C,30.68678961361769
D,D,E,C,B,C,30.72814510539553
D,D,C,E,B,C,30.76425699854772
D,D,A,A,B,C,30.79980359239936
E,B,E,E,B,C,30.813251406680976
D,A,E,D,B,C,30.862580577876063
D,A,D,D,B,C,30.99417203028776
A,D,E,B,C,C,31.01716740525985
A,A,A,E,C,D,31.270354408459944
A,D,E,D,B,C,31.32949132302572
A,A,D,D,B,C,31.37828502841409
D,A,E,E,B,C,31.41562838703955
A,B,D,E,B,D,31.46258042667284
D,B,E,E,B,D,31.521506387140523
D,C,A,E,B,D,31.53118198523361
C,D,E,A,B,D,31.535994156396512
A,D,E,E,B,C,31.53796246229744
D,A,A,E,C,D,31.566268255958622
D,A,A,D,C,D,31.63203673594274
A,A,E,A,C,D,31.661883606233
B,A,A,E,B,C,31.8023339299768
A,D,E,B,B,C,31.846819927544995
B,D,E,D,B,D,31.919612790580047
A,B,A,E,B,D,31.92832080126968
A,A,A,A,B,C,31.994987999864087
D,C,E,A,B,D,32.027618930885964
D,D,B,E,B,C,32.114433295609565
E,C,E,E,B,C,32.31655988167047
C,A,E,B,B,D,32.469170857995294
B,A,A,E,B,D,32.90397655374422
A,A,E,E,B,C,32.9549374446244
A,B,E,A,B,D,33.04655956601846
D,D,D,A,B,C,33.301999363475765
D,D,A,D,B,C,33.30295794511486
D,D,E,A,B,C,33.31500027289006
D,D,A,E,B,C,33.357437713393466
B,D,A,E,B,C,33.49438099397439
D,B,E,A,B,C,33.51606326874977
D,A,E,E,B,D,33.70310717234348
D,A,D,A,B,C,33.776468509432526
A,D,A,D,B,C,33.77925484789387
A,D,E,E,B,D,33.79950148477988
D,A,E,A,B,C,33.873338274548395
A,A,E,A,B,C,33.91150768230418
A,A,A,E,B,C,33.91522381974262
B,D,E,A,B,D,33.98868478510626
A,D,E,D,B,D,34.02584835361041
B,A,E,A,B,D,34.15660767405218
A,A,B,E,C,D,34.19708060919879
D,C,A,A,B,D,34.28538668942043
A,D,E,A,B,C,34.32396951653455
D,A,A,E,B,C,34.80302928006583
A,A,E,E,B,D,35.08258090331863
A,A,D,D,B,D,35.10809047770299
D,B,A,A,B,D,35.71376712437764
D,B,E,A,B,D,36.22498441369693
D,A,E,A,B,D,36.30949177950367
A,A,A,A,B,D,36.33264004672645
A,D,A,A,B,C,36.44796320727308
A,A,E,A,B,D,36.98854347130799
A,A,A,E,B,D,36.9902679512648
A,D,E,A,B,D,37.1599109992726
D,A,D,A,B,D,37.24169002982426
D,A,A,E,B,D,37.45778883306138
A,A,E,B,B,D,40.413344620402704
B,A,A,A,A,C,60.08722095520008
A,A,E,E,A,D,60.61397968171278
