R1,R2,R3,R4,low_barrier,barrier
S[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-1.2010407419638947,8.1
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-1.0385174650175324,8.1
O=[N+]([O-])[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],-2.9109864169983655,8.1
Br[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,1.5329898291958863,8.1
S[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],-1.2650460480876522,8.1
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-0.7166084260455473,8.1
N#C[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],-1.534872337977117,8.1
N#C[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-0.40473943504821364,8.1
N#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],-2.7905058410171946,8.1
C#C[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],-0.05773027599692273,8.1
Br[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],0.5063949212195912,8.1
C#C[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],-0.01945259273687043,8.2
N#C[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,-1.8003061069490105,8.2
C#C[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],-2.518169538991389,8.2
O=[N+]([O-])[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],-2.006127091000073,8.2
S[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],-0.3357141050798082,8.2
Br[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],0.8910542603185022,8.2
C#C[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-2.6562201989282004,8.2
Br[*:1],[O+]#C[*:2],c1cn([*:3])cn1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,0.7718286901914849,8.2
S[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,-1.842976311126634,8.2
I[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,-0.66703568895669,8.2
Br[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,0.3074764702224402,8.2
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],-0.8377165046684399,8.2
I[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,0.41289697424163435,8.2
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],-3.089197268691104,8.2
N#C[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],-0.9989847757606486,8.2
Cl[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-0.7881437680076157,8.2
O=[N+]([O-])[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],-2.3430962019340353,8.2
S=C=N[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],0.0144325690349001,8.3
Br[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,1.2807336231193835,8.3
N#C[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,-2.321761099987901,8.3
S[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,0.09349794697795688,8.3
S[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],0.737943528134359,8.3
N#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],-2.7290105470297776,8.3
Br[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],1.2625360359513116,8.3
S=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],-1.060480070033421,8.3
O=[N+]([O-])[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],-2.3167410760005755,8.3
Cl[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],-1.5380098528978565,8.3
O=[N+]([O-])[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],-2.4133765377565943,8.3
C#C[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,-1.5700125060310741,8.3
N#C[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[n+]([*:4])cc1,-2.7823483019664517,8.3
S[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],0.7875162650805387,8.3
N#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],-2.492441915699651,8.3
N#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-0.5666352090674991,8.3
Cl[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-0.8207739239252324,8.3
Br[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,1.6252327703196894,8.3
N#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],-0.6889982940439173,8.4
N#C[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],-2.3826288910482414,8.4
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],-2.4867943887852486,8.4
Cl[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],C[P+](C)(C)[*:4],-0.07341785102865425,8.4
C#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-3.7756855510980527,8.4
N#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,-2.491814412986591,8.4
S[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],0.6162079462990342,8.4
I[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],0.48756983112444235,8.4
S[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-1.0115348360143182,8.4
S[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],-1.2983037070750234,8.4
C#C[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],-2.129117679046246,8.4
N#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cn([*:4])cn1,-2.260265806000484,8.4
Cl[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[As+](C)(C)[*:4],-0.585460299162648,8.4
C#C[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,-1.2098257839417146,8.4
N#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],-0.6714282100169388,8.4
S[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-0.8810142117731403,8.4
Cl[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-0.24096115196234225,8.4
C#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],-2.2809734050195414,8.4
Cl[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],C[P+](C)(C)[*:4],-0.3175165176263809,8.4
N#C[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1C=CN(C)[C-]1[*:4],-2.531347102029458,8.4
N#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],C1=[N+]([*:4])CCO1,-2.5551922160405938,8.5
Cl[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],1.6233502609677481,8.5
S[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,0.13365813916191746,8.5
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],-2.787368326096455,8.5
Br[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,1.4106267441481293,8.5
Cl[*:1],[NH+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,0.1411881750002283,8.5
Cl[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CC[P+](CC)(CC)[*:4],0.21209601403521972,8.5
I[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],1.2619085330242348,8.5
N#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],-2.6919878699092346,8.5
N#C[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-1.9358467550348364,8.5
O=[N+]([O-])[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-0.9073693379919553,8.5
O=C=N[*:1],[NH+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],-0.6538581259186212,8.5
O=[N+]([O-])[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-1.320893815017989,8.5
O=[N+]([O-])[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],-1.8291712450188107,8.5
O=[N+]([O-])[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,-0.5013748970182491,8.5
N#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],-3.65143995698371,8.5
S[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,0.24158865503209678,8.5
S[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,0.15813075588611356,8.5
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-1.9477693116480406,8.5
N#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[As+](C)(C)[*:4],-3.1946177727102985,8.6
S[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,-0.9387444880554183,8.6
O=[N+]([O-])[*:1],C[N+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,0.6720557130866933,8.6
N#C[*:1],C[N+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-0.4580771899848876,8.6
Cl[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-1.1627630591318754,8.6
S[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],0.9607070929286293,8.6
I[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1cc[p+]([*:4])cc1,-0.19515343300665677,8.6
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-3.380358661097414,8.6
S[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],0.3815218240354937,8.6
Br[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,1.1740581132460357,8.6
O=[N+]([O-])[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,-1.0975027470112864,8.6
C#C[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],-1.9603193716163547,8.6
N#C[*:1],C[N+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],-0.7028033596523687,8.6
N#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],-2.9385965490713346,8.6
O=[N+]([O-])[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,c1cn([*:4])cn1,-1.0567150520429267,8.6
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],-2.2972884829783498,8.6
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-2.3951789510165553,8.6
C#C[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],-2.2088105598450407,8.6
I[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C1=[N+]([*:4])CCO1,1.2242583529766147,8.7
N#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],-1.9803994679936903,8.7
Cl[*:1],[O+]#C[*:2],C[P+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],-0.002510011993662829,8.7
Br[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],0.9042318232138933,8.7
C#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[N+](C)(C)[*:4],-1.8486238379696978,8.7
S=C=N[*:1],[NH+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,CC[P+](CC)(CC)[*:4],0.1374231572950894,8.7
Cl[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[P+](C)(C)[*:4],0.5760477539723959,8.7
Br[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],0.7404535401280219,8.7
Cl[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,0.9531770569476408,8.7
N#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CN1CCN(C)[C-]1[*:4],-2.8733362370220843,8.7
S[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,-0.6231104790675904,8.7
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],-2.165512853025696,8.7
Br[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[P+](C)(C)[*:4],1.0454199980714438,8.7
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-2.0939775109209497,8.7
N#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,-1.5574624459914213,8.7
C#C[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],-1.9609468749714647,8.7
C#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],-2.0958600198448583,8.7
Cl[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],0.5478101189723502,8.7
S[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[P+](C)(C)[*:4],-0.08408540193038244,8.7
N#C[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],-3.7167002689616213,8.7
Cl[*:1],[NH+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],-0.9086243439887868,8.7
C#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CN1C=CN(C)[C-]1[*:4],-2.3732163460720055,8.7
Br[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,0.8684641523755368,8.7
N#C[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],-3.5817871238028722,8.7
Br[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],0.6883707911881793,8.7
I[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,2.008637102993736,8.7
S[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],CN1C=CN(C)[C-]1[*:4],-1.5034971880563315,8.8
Br[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,1.4922021340848488,8.8
C#C[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,CN1C=CN(C)[C-]1[*:4],-2.257755794006821,8.8
Br[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],-0.6651531797474264,8.8
Br[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],-0.33320409308614535,8.8
N#C[*:1],[O+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,-1.4225493010466888,8.8
Br[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],1.7086906693229948,8.8
S[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],-0.12675560582265052,8.8
Cl[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],C[As+](C)(C)[*:4],0.446154633086328,8.8
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],-2.8545111469982745,8.8
S[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],-1.8774889758254814,8.8
C#C[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,-0.5766752568994727,8.8
Br[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],0.5296125320896335,8.8
Br[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,1.1000127592903046,8.8
S=C=N[*:1],C[N+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],0.1349131450160712,8.9
Br[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],1.3139912819640773,8.9
N#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],-1.8649389160711838,8.9
N#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],-1.944004293800224,8.9
C#C[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],-1.350386456014866,8.9
Br[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],0.4869423284827208,8.9
I[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,-0.16126827094953092,8.9
C#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],-1.778343501933122,8.9
C#C[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CC[P+](CC)(CC)[*:4],-1.494712145935834,8.9
N#C[*:1],[O+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-1.709318171679361,8.9
Br[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,0.8502665652074648,8.9
O=[N+]([O-])[*:1],C[N+]#C[*:2],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:3])cc1,c1c[n+]([*:4])ccn1,-0.2999464339560964,8.9
N#C[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,C1=[N+]([*:4])CCO1,-1.5147922420278142,8.9
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],-2.8727087337383135,8.9
O=C=N[*:1],C[N+]#C[*:2],CC[P+](CC)(CC)[*:3],CC[P+](CC)(CC)[*:4],0.7222559529599498,8.9
C#C[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[P+](C)(C)[*:4],-1.2324158920273576,8.9
C#C[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],C[N+](C)(C)[*:4],-1.210453287011469,8.9
Cl[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],0.08283039593355103,8.9
O=[N+]([O-])[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[As+](C)(C)[*:4],-2.939224051998411,8.9
C#C[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1cc[p+]([*:4])cc1,1.2148458079290403,8.9
C#C[*:1],[NH+]#C[*:2],C[P+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-1.873096454979249,8.9
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,CC[P+](CC)(CC)[*:4],0.9218019070268554,8.9
Cl[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,0.0376501800476201,9.0
S[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-0.38214932696257053,9.0
Br[*:1],C[N+]#C[*:2],c1cc[n+]([*:3])cc1,C[As+](C)(C)[*:4],1.622095255684305,9.0
Cl[*:1],C[N+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],1.0761676450651525,9.0
Br[*:1],[O+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,1.046675004210953,9.0
Cl[*:1],[NH+]#C[*:2],C1=[N+]([*:3])CCO1,CC[P+](CC)(CC)[*:4],0.25853123591798205,9.0
N#C[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,-1.8938040539983063,9.0
Br[*:1],[O+]#C[*:2],c1cn([*:3])cn1,CC[P+](CC)(CC)[*:4],1.6321353030882457,9.0
Cl[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,-0.5917353287187721,9.0
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],C[N+](C)(C)[*:4],-1.6515878960391326,9.0
O=[N+]([O-])[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[P+](C)(C)[*:4],-2.815605960953823,9.0
O=[N+]([O-])[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[n+]([*:4])cc1,-1.6936305970043237,9.0
O=C=N[*:1],[NH+]#C[*:2],C[N+](C)(C)[*:3],CC[P+](CC)(CC)[*:4],-0.20456597791155356,9.1
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],-1.1232303700176693,9.1
N#C[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,c1cn([*:4])cn1,-0.5095324359976533,9.1
O=[N+]([O-])[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,c1cn([*:4])cn1,-0.7718286899774683,9.1
Cl[*:1],[NH+]#C[*:2],CC[P+](CC)(CC)[*:3],c1c[n+]([*:4])ccn1,0.5132974539881475,9.1
Br[*:1],C[N+]#C[*:2],c1cc[p+]([*:3])cc1,C[P+](C)(C)[*:4],0.4681172381022166,9.1
O=[N+]([O-])[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1c[n+]([*:4])ccn1,-1.7268882559916952,9.1
S[*:1],[NH+]#C[*:2],c1cc[p+]([*:3])cc1,C[N+](C)(C)[*:4],-0.5697727239882389,9.1
N#C[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[As+](C)(C)[*:4],-1.789638555761927,9.1
S[*:1],[O+]#C[*:2],C1=[N+]([*:3])CCO1,C[P+](C)(C)[*:4],0.2773563260131309,9.1
Br[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C[N+](C)(C)[*:4],1.1822156521541012,9.1
Cl[*:1],[O+]#C[*:2],CN1C=CN(C)[C-]1[*:3],c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,0.011922556898559606,9.2
S[*:1],[O+]#C[*:2],c1cc[n+]([*:3])cc1,C[P+](C)(C)[*:4],0.48443231591834734,9.2
N#C[*:1],[O+]#C[*:2],C[N+](C)(C)[*:3],c1cn([*:4])cn1,-0.7630436480709873,9.2
C#C[*:1],C[N+]#C[*:2],c1cn([*:3])cn1,C[As+](C)(C)[*:4],-0.8954467808080404,9.2
C#C[*:1],[O+]#C[*:2],CN1CCN(C)[C-]1[*:3],CC[P+](CC)(CC)[*:4],-1.466474511078466,9.2
Cl[*:1],[NH+]#C[*:2],c1cn([*:3])cn1,CC[P+](CC)(CC)[*:4],0.8841517269792353,9.2
C#C[*:1],[NH+]#C[*:2],C[As+](C)(C)[*:3],c1c[n+]([*:4])ccn1,-1.5800525538630479,9.2
Br[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,c1ccc([P+](c2ccccc2)(c2ccccc2)[*:4])cc1,0.08094788758035339,9.2
I[*:1],[NH+]#C[*:2],CN1CCN(C)[C-]1[*:3],c1cc[p+]([*:4])cc1,0.5051399149374045,9.2
S[*:1],[NH+]#C[*:2],c1cc[n+]([*:3])cc1,C1=[N+]([*:4])CCO1,-0.21586103202571397,9.2
N#C[*:1],[NH+]#C[*:2],c1c[n+]([*:3])ccn1,c1c[n+]([*:4])ccn1,-1.6735505010550211,9.2
S[*:1],C[N+]#C[*:2],CN1C=CN(C)[C-]1[*:3],C[As+](C)(C)[*:4],1.6697854832785435,9.2
S[*:1],[O+]#C[*:2],c1cc[p+]([*:3])cc1,CC[P+](CC)(CC)[*:4],-0.07906537794305678,9.2
