R1,R2,R3,R4,X,Y,low_barrier,barrier
A,E,D,C,B,A,15.61443119486413,17.651107828826454
D,A,A,E,B,B,9.695460630890393,17.65839106457404
A,A,E,E,C,B,12.232839114941305,17.674502415881967
A,B,C,A,C,C,27.137864574391962,17.68562480380833
B,D,D,E,B,B,16.326397169036603,17.691840790990337
E,C,E,C,A,A,27.026814222598663,17.698627752107477
A,A,D,A,A,A,24.989642365640297,17.70766454927965
A,A,A,D,A,A,25.037678215872692,17.708734177447848
E,C,E,A,A,A,28.34706278058408,17.70960051574174
E,A,C,D,B,A,15.703236335597664,17.734213627308602
C,A,B,A,B,C,24.1221418932076,17.740733104497473
D,D,A,D,C,B,6.711038122561384,17.754174866900883
D,D,D,A,C,B,6.969873230294496,17.75607247314998
E,C,E,E,A,A,27.34721428498129,17.75698541219734
C,C,A,E,A,B,22.96914343543632,17.757687285856893
B,A,A,C,C,C,27.32329989900153,17.7689264067893
A,A,E,B,B,B,14.82903406199818,17.78263149224069
A,C,E,E,B,D,23.214054108094263,17.790666664938552
A,C,A,B,B,C,23.647958083977276,17.795250749806172
B,E,D,A,B,B,14.072690617786472,17.79882565865655
B,C,C,D,B,C,30.166601801834357,17.80185927910737
A,B,C,E,C,C,26.608660734346458,17.855641922551758
C,C,D,E,A,B,23.033023899848803,17.856505825027448
A,A,B,A,C,C,18.33102638455461,17.875924119786742
A,B,B,E,C,C,29.853825979438906,17.883811740285918
E,C,D,B,A,A,27.638905788873167,17.88755252954003
C,E,E,D,B,B,14.422163194086826,17.895246730065438
E,C,D,C,B,B,16.071691073494005,17.896815209506588
B,A,E,E,B,B,15.88810690173194,17.908075097672526
B,A,E,A,C,D,24.04896173821751,17.91315365627454
E,B,A,D,B,B,14.033257922473126,17.916667055364872
B,E,A,A,B,B,13.80870993227916,17.93469369186554
B,E,A,D,B,B,13.925727898946706,17.936660967908463
C,A,C,E,A,B,22.837805702482676,17.94128420614239
E,B,B,D,B,B,17.10541253048255,17.944935498053937
B,E,D,B,B,B,17.408643933696727,17.96049385563737
A,E,B,D,B,A,16.755444221732468,17.96393787478654
A,A,C,E,C,C,18.436485626957396,18.022577804322456
A,D,B,E,B,B,12.731031436575828,18.033771506633705
A,A,D,B,A,A,21.459192488350006,18.03914888817239
C,E,E,E,C,B,14.077509890660668,18.07543528586165
C,A,B,B,C,C,27.89216233759355,18.0899136676866
C,A,B,E,B,D,25.825717163544297,18.135295709630054
C,E,D,B,B,B,17.17534846141503,18.138791811015395
C,B,A,E,B,C,28.55411580667392,18.16393267312173
A,C,E,D,C,C,24.11454275351229,18.167883602489468
B,E,A,E,B,B,13.45958248617797,18.183490692559666
C,E,C,D,B,B,16.394199567634246,18.198123523264677
A,D,E,E,C,B,9.802005464474394,18.20172316090612
E,B,D,C,A,A,13.381313229453825,18.23213861803823
E,A,B,D,B,A,16.109009061914346,18.243674504367167
A,A,D,D,A,B,20.573513066461075,18.24601360366397
A,C,A,E,B,C,22.38716604870541,18.24735082826294
A,C,A,C,B,D,24.212064000834964,18.25023313413761
A,E,E,C,B,B,11.16592240676589,18.2520202109268
B,C,E,C,B,C,33.23224913657209,18.259044791802356
B,D,D,E,A,B,20.85365212100956,18.264973087053438
C,A,C,A,B,D,24.329866354467953,18.27535042707756
B,E,E,E,A,A,26.786057662708455,18.276330798388877
A,C,D,A,B,D,24.006196967807192,18.32640614907443
B,E,E,D,A,A,26.50805214045914,18.333057573858955
B,C,E,A,B,C,28.44147785604295,18.349515419235903
E,A,C,A,B,B,11.444756241607339,18.35317731598821
B,E,D,D,B,B,14.683702867801127,18.359623257135382
C,A,A,D,B,D,23.697757235964307,18.361903526043637
A,A,E,A,C,D,16.9253988880348,18.376789730780505
A,A,A,E,C,D,16.925449088832547,18.3797120545857
E,B,D,C,B,B,16.528812900001412,18.382927043688444
A,B,D,E,C,C,25.22018307130357,18.38712265279224
A,A,D,B,C,C,19.726858458760482,18.39256878074106
A,C,E,E,C,B,16.80108926063074,18.429301765586874
A,E,B,A,B,A,18.52135000813528,18.43427438015104
A,B,E,B,B,C,26.9766636654911,18.448364430746125
C,A,E,A,B,C,22.336532309240546,18.511286264081185
E,B,C,D,A,A,25.333348129882864,18.519944342352524
D,C,E,C,B,B,17.362804366564504,18.525560597977584
A,D,A,D,C,C,15.910358387641732,18.535019154210566
A,D,B,D,A,A,24.63186156389365,18.570623308927484
C,E,D,C,A,A,27.416416029781747,18.580671114901737
E,C,D,A,A,A,29.095643932543464,18.61418532037357
B,A,E,D,C,C,25.47644539029226,18.617697159766934
A,B,A,E,A,B,22.957917290885923,18.628120805377065
B,A,A,A,B,C,23.461449718100567,18.63408367271009
B,A,E,A,A,B,23.019143390257646,18.64746444384943
E,C,E,D,C,B,13.541359520862546,18.65091795843775
E,C,D,D,A,A,29.87705010512735,18.65120992735411
E,C,C,D,A,A,27.23536699630847,18.66475420421699
C,E,A,C,B,B,16.66887928974363,18.69942495802204
A,C,C,D,B,C,25.582908647651262,18.69958662140124
C,A,D,C,B,C,25.550755062232938,18.70304547168985
D,B,A,A,A,B,22.92873810037999,18.70495960717412
B,E,B,A,B,B,16.62604549316507,18.70694958289678
C,A,D,E,B,C,23.826264901156406,18.715764650164825
E,C,B,D,A,A,25.483806076483624,18.723230958652596
E,C,B,A,B,B,17.697718723003472,18.73166428247182
E,C,C,A,B,B,16.23407797517158,18.732575798972533
C,E,A,B,B,B,17.688280980588758,18.73262973161441
D,A,E,D,B,B,10.215013375059408,18.734288300659216
D,A,C,B,A,A,21.883357517317172,18.75106095670501
C,E,E,E,A,A,27.521128535710393,18.751352643901424
B,A,B,C,C,C,28.60877815701916,18.75164142836216
A,C,D,D,B,D,24.492673687327294,18.75254956165521
C,E,A,D,A,A,28.75994518921039,18.754105448235865
C,A,D,D,B,D,24.665063090394256,18.757235008063557
A,E,A,C,B,B,11.568231280748833,18.75885674727178
A,D,D,E,C,B,11.142930459374666,18.760000397090117
C,E,D,D,A,A,29.37078801163965,18.81164063102488
C,D,E,C,B,B,17.348290072401152,18.82485765042618
D,A,D,A,C,C,16.355369281323163,18.82790944277705
C,E,C,E,B,B,16.577915516347723,18.84652382757077
B,A,C,A,B,C,25.166361583749904,18.863446384385167
C,D,D,D,A,B,24.544480869654794,18.87557087896998
D,C,D,D,A,B,24.55841157997236,18.87670475091582
C,E,C,A,B,B,16.403210603767477,18.881180452824115
C,A,A,E,B,C,23.01175132871037,18.908081237525952
B,E,D,D,A,A,27.273375245162807,18.909895925795457
C,A,E,E,B,B,15.444915785470759,18.913785265930866
E,B,C,A,C,B,17.851515019872263,18.93448977592872
A,C,A,B,B,D,25.122937928083154,18.94369534871397
D,B,D,E,B,B,15.22984318836116,18.94839086099264
A,B,C,A,C,D,28.870079377158174,18.96161306617413
B,E,D,C,A,A,25.445622124944176,18.962286929030128
E,A,B,A,B,B,11.736811700997533,18.97278394574488
A,C,C,E,B,C,25.625252987022492,18.995791882473423
E,C,A,D,A,A,29.205721644522438,19.01316242338012
A,C,D,E,B,C,24.189003027703535,19.01742530676639
A,B,A,C,B,C,25.352179689228283,19.038929282702775
C,A,D,E,A,B,22.6927443373595,19.04516220750331
A,A,B,A,C,D,19.735882044593776,19.06253936076753
B,A,D,E,C,C,27.0629587684774,19.067156220744724
C,D,A,D,A,B,24.144016873490976,19.08238141277326
A,D,A,A,C,D,16.240466021334605,19.08689541628909
A,C,B,E,A,B,26.131446054448954,19.091905387603884
D,C,D,A,A,B,24.115094961823818,19.10102771809987
A,A,D,C,C,C,20.213950137624966,19.11762658246923
A,A,C,D,C,C,20.31799748351849,19.12240934603552
A,A,C,A,A,A,24.700172245247465,19.140488769999653
A,A,A,C,A,A,24.700435799221626,19.140599009000518
C,A,D,B,B,D,27.08354107900349,19.153998683841195
E,C,A,C,B,B,16.360157178698767,19.156932657611826
C,E,D,A,A,A,28.898781660370854,19.17054392357726
C,E,A,D,B,D,11.973294921296695,19.180968809461447
A,E,B,E,B,A,17.45342300968991,19.19481195452596
A,A,C,E,C,D,20.030177713228042,19.207024247394525
D,D,E,A,C,A,17.269807462357914,19.217164290043733
B,E,E,E,C,B,15.633984390106468,19.22054915449467
B,E,A,C,C,B,17.8716078733337,19.23560350002948
C,E,E,B,B,B,19.388925781639752,19.241274812322644
C,A,A,C,B,C,26.35390443800611,19.24592569471041
C,E,C,C,C,B,17.743489264038793,19.24702290453899
B,A,E,D,A,B,23.411518789304804,19.251803591695825
A,C,C,A,B,C,26.18490986167536,19.28189596298324
A,A,E,D,C,C,17.919580972658085,19.287498973204777
A,C,A,E,B,D,23.757809892473393,19.293284388142784
A,B,C,E,B,D,29.843566199603114,19.297702969778964
A,C,E,A,B,C,23.06191443605304,19.348253798398197
C,D,D,E,A,A,29.75959915690025,19.363223525753163
A,D,E,D,B,B,11.28843108133546,19.372192752084278
C,E,C,E,A,A,27.88443769593954,19.37281237065149
D,D,D,D,C,B,8.089281106167356,19.40825879593833
A,A,A,E,A,A,24.88598407562613,19.44142519717215
B,E,A,A,C,D,10.99541553275842,19.472750016011165
E,A,D,C,B,B,12.283497954805044,19.48956164350737
C,A,E,E,C,C,23.674476634414066,19.49087376956229
B,A,A,B,C,C,30.154697947156414,19.496243228306938
B,A,B,A,B,C,26.261873898585463,19.50016798746764
A,E,C,D,B,B,12.523658380685697,19.503993182916066
D,A,D,A,B,D,17.787063521956107,19.51119757831107
C,A,C,E,B,C,25.170126640584776,19.516782216311043
A,B,A,B,B,C,26.31101416560142,19.531000783425277
C,E,D,E,C,B,14.745606677300396,19.559346159274916
E,C,D,D,B,C,9.72413153874716,19.565411364145284
B,A,E,D,C,D,27.331677150348547,19.6367498642239
A,C,D,B,B,C,26.627122063022505,19.64875209545237
B,E,E,B,B,B,17.52550502294265,19.70937151857424
C,A,B,D,B,C,26.751136760383094,19.718678002462187
B,E,A,B,C,B,19.260405566533574,19.756813714114585
A,E,A,B,B,B,12.75759391263931,19.76089892694944
A,E,C,C,C,B,13.682731130204791,19.771233797815487
E,B,A,C,B,B,17.33669997242378,19.80123680088496
B,E,C,A,B,B,17.289567735819627,19.813480099927176
E,A,C,C,C,B,13.653118958246315,19.833219895865344
D,A,A,A,C,C,17.382897219740585,19.843871722295685
E,C,C,D,B,B,18.073684749341744,19.85348827862107
C,A,C,B,B,C,27.649742877455026,19.872998631242695
C,A,E,A,B,D,24.283637731581216,19.892293072665037
A,A,B,B,C,C,23.733167595496997,19.90450602970497
A,A,E,B,A,A,26.227919361010372,19.907220867585163
E,C,C,A,A,A,28.205239364347456,19.91846385505081
A,C,E,A,A,B,24.04055938647162,19.919472028747123
A,C,B,C,B,C,27.5590363830049,19.93054698114006
E,C,A,C,A,A,27.288761777473646,19.938872515759183
C,E,C,A,A,A,27.29407678272623,19.95267197051057
E,C,B,D,B,B,18.310312296863092,19.953777071708117
E,C,B,E,A,A,28.72155415962992,19.96084510758324
D,A,D,A,C,D,17.83605946174988,19.992822667897272
D,C,A,B,A,B,23.464129183611544,20.00931404729411
A,C,D,C,B,C,26.504180406929052,20.01328085099978
C,A,C,D,B,C,26.424172949009655,20.02083723789089
C,E,A,C,A,A,28.25319991343673,20.02115940117229
B,C,E,A,B,D,31.061085181458797,20.058958926752496
B,C,D,E,B,C,33.215676611413194,20.06833732677457
A,E,B,B,A,A,22.598385737726755,20.07138383065195
E,B,D,A,B,B,15.674653279065616,20.075757543481014
C,A,D,E,B,D,25.332971624185106,20.114784607148604
A,C,D,E,A,B,24.325398486963977,20.12293276196072
A,A,B,D,A,B,21.461031091069415,20.122948938493064
D,D,E,A,B,A,19.062394951790196,20.141021728412444
D,B,D,E,A,A,28.443755715457296,20.145339843248763
A,E,D,C,B,B,12.853238906644266,20.16577705501524
A,C,C,E,B,D,26.917803276787108,20.165970795517687
A,A,D,B,A,B,21.15977634276845,20.170982476413883
D,A,D,E,C,C,17.633712756739296,20.17785527750797
E,B,A,C,A,A,25.84423496818915,20.179558858609745
C,E,A,E,B,B,15.504617036894983,20.195772952307067
E,B,C,A,A,A,25.801777677165664,20.19774994087544
B,E,A,C,A,A,25.749060606235048,20.205016104137048
B,D,A,E,A,B,23.610671471126864,20.205141534435157
B,E,C,A,A,A,25.813298751117472,20.20726063834241
C,E,B,A,B,B,19.26447810282662,20.209218363729367
C,E,C,B,B,B,19.27101047649719,20.21003336293137
B,A,B,D,B,C,31.483135503604295,20.21182663934301
A,C,E,E,B,B,17.602801639995153,20.233863004567255
C,A,E,D,B,C,25.555969666032702,20.2363131911994
C,D,D,E,B,B,16.45073189619748,20.23638855881316
C,A,D,C,B,D,27.377177862524004,20.24156003820092
C,C,E,D,B,C,31.817610603419663,20.246051075155687
B,A,A,A,B,D,25.700679625714315,20.24922671435162
A,E,A,E,B,B,3.2729011638758854,20.250665724605035
C,A,A,E,B,D,24.834478098049452,20.278082389548665
C,E,D,C,B,B,18.59355752331105,20.29135515643477
D,A,E,B,B,B,15.0141493568788,20.30585089952827
D,D,E,A,C,B,6.625678008933774,20.31028233070472
B,E,D,E,C,B,16.43510063542566,20.31171752842895
A,B,E,E,B,C,26.788498674430127,20.329240326878203
E,B,E,E,A,A,27.870469334987995,20.334136632003634
A,D,A,D,C,D,18.08850652267791,20.36434955838578
A,C,E,B,B,D,28.954786880985772,20.383771508013808
A,E,C,E,B,B,13.733371144840715,20.384521210751508
A,B,D,B,B,C,28.249240328617592,20.39650421889139
C,D,E,A,A,B,24.111060075915063,20.457138087954704
A,C,E,A,B,D,24.669330154493217,20.46364824502141
B,A,C,A,B,D,27.33214150729968,20.46388836744321
A,B,A,C,B,D,27.34338020212085,20.463920653448707
A,B,D,E,A,B,24.785005251033766,20.466588126492987
A,A,C,D,C,D,21.86291953387059,20.468945878803893
A,A,D,C,C,D,21.861595488614707,20.470445023889862
C,A,A,C,B,D,27.79204947615596,20.493458221340816
A,C,C,A,B,D,27.845199528396442,20.496860610784605
E,A,E,B,B,A,20.873914401878043,20.51374169840765
E,C,C,B,B,B,19.94359395594005,20.516056163580995
A,E,B,C,B,B,15.829215137600693,20.52292233401896
A,C,D,E,B,D,25.886284378087627,20.54174077401787
A,D,D,D,C,C,18.246839713789633,20.5466633962385
E,C,A,A,A,A,30.26266095202837,20.55615844355213
B,D,C,A,A,B,24.333449433482325,20.58840730000259
A,D,A,A,C,C,17.22680423830097,20.602548379790484
E,A,C,D,B,B,13.51637209354431,20.60322642321649
C,A,A,B,B,C,28.38922514213481,20.614514160922887
A,C,B,A,B,C,28.256161758114015,20.618152357886057
A,B,E,A,B,D,27.339728097080915,20.62295590466594
B,E,E,C,B,B,18.852631084762123,20.63209736786328
A,E,C,A,B,B,13.659469354025047,20.680880396143905
A,A,E,E,A,A,27.956588735217842,20.683701505581908
A,B,E,E,A,B,24.06002473038924,20.687330406000644
E,A,A,C,B,B,13.822289237297845,20.70325541935637
B,C,A,E,C,C,31.78319170892911,20.703773429654976
D,D,D,B,C,A,19.477818773912027,20.71643687266586
D,C,A,A,A,B,25.29181955286866,20.73394834524533
C,A,C,E,B,D,26.873614059525412,20.74240103904132
C,D,A,A,A,B,25.39824515970069,20.742994130917687
E,C,A,B,B,B,20.66317162007861,20.74703723468093
E,C,B,C,B,B,19.145357979322828,20.75158122849497
D,C,E,E,C,B,17.654119364758625,20.75759282510448
B,C,C,E,A,C,40.972296119800355,20.77123899876886
A,A,B,E,B,C,21.99254416581384,20.788555298989422
D,D,D,A,C,A,18.437646519477916,20.79424800245198
B,A,B,A,B,D,27.660899996193873,20.824313729409603
A,C,E,C,A,B,26.85371573422659,20.84619821133867
B,E,D,C,B,B,19.727385566708804,20.853380651625
E,A,B,D,B,B,14.567205733982183,20.85838288723377
E,D,B,D,C,A,19.446374273977167,20.879833344226437
D,B,E,A,A,B,24.05243186572231,20.88645500050747
C,A,C,B,B,D,29.194953582108823,20.89791755026014
E,B,C,D,B,B,19.978364256014842,20.89798868679548
A,A,E,B,C,D,23.76097254044868,20.902475707189904
E,A,C,E,B,A,17.59976449415692,20.937812938600544
E,C,E,D,A,A,30.3096237610828,20.953072169340743
A,A,B,C,C,C,23.409987666186247,20.97836302485011
A,A,C,B,C,C,23.31387831508748,20.978901092981584
D,A,B,E,A,A,25.90386091841675,20.98468780783352
B,A,D,E,B,D,30.084096856081803,21.021734885850485
B,E,D,A,A,A,29.165874792913026,21.03112962905414
E,B,A,D,A,A,29.137774918666942,21.03267913752073
A,A,E,D,C,D,20.240255335099363,21.04896223997945
E,C,E,C,B,B,18.80585652855657,21.0524326488475
A,A,B,B,C,D,25.084559448737792,21.05334176120478
C,A,B,D,B,D,28.40387748834929,21.091483076722906
E,A,C,B,A,A,27.11846198125751,21.11093857121444
A,E,C,B,C,B,15.864713348386765,21.128137928761973
B,A,E,C,C,C,29.726259578348515,21.130444197732384
C,D,C,D,A,B,26.117352191610046,21.149286217313264
E,B,D,C,A,B,24.84692788597487,21.1545587200922
B,A,A,E,C,C,28.38313202508784,21.15592609493268
C,D,D,A,A,B,25.707218274520276,21.177019592805443
A,B,C,D,B,C,29.62531212943309,21.212787335357746
D,C,D,C,A,B,26.047955918896662,21.2233383788826
C,E,B,B,B,B,22.05038171404844,21.23360676619394
B,A,B,B,A,B,31.91617979168194,21.263773839354275
A,C,E,D,B,C,27.44097675064015,21.273973303654387
E,A,C,B,C,B,16.796069185136265,21.28168066789951
A,D,E,C,C,C,21.329517655323652,21.353531002125
D,C,E,C,C,C,29.862642487623543,21.353860552689977
E,D,C,B,B,A,25.127010464590217,21.36596054366707
A,A,C,D,A,B,23.5180385225256,21.36882371256001
C,E,B,C,B,B,20.86753263052938,21.394311741681516
D,A,A,E,C,C,17.806541416073163,21.400404508451203
D,A,C,E,C,C,21.355502822641064,21.40433858769839
D,D,A,D,B,B,10.977010679551805,21.42995449263838
D,D,D,A,B,B,11.023666009005384,21.4417963255522
A,E,E,B,B,B,17.110871862885983,21.455194218259138
A,C,E,C,C,C,29.654284241790993,21.460483776045848
A,C,C,C,B,C,28.5168982197064,21.48477470795888
C,A,B,C,B,C,29.009461781387767,21.50675651532128
C,A,C,D,B,D,28.247395450869806,21.50736279406706
B,A,C,E,B,C,30.549941064420747,21.51912741488259
C,A,E,C,A,B,27.49381932335112,21.51970091958889
A,B,A,E,B,C,26.30386683265781,21.54244030543459
A,C,D,C,B,D,28.294276683556557,21.561053818244776
B,A,E,A,B,C,26.45033381897651,21.61172395144745
D,A,B,E,C,C,22.946615845138908,21.629172363130657
D,E,E,A,B,A,19.329011177110456,21.681534306406427
B,A,E,C,B,C,31.32551139883211,21.690422068908024
A,D,D,A,C,C,18.521469234887252,21.69131743427328
A,D,B,D,A,B,23.83046921454354,21.696384540877165
D,A,A,B,A,A,27.739420256443054,21.70220466051737
A,A,B,E,A,B,24.17231755074971,21.70421386746133
E,C,E,B,B,B,20.913547900168364,21.72369996234705
C,A,A,B,B,D,30.00189939014412,21.742225739331285
D,A,D,E,C,D,18.78725087237298,21.7535754636314
D,A,B,B,B,B,16.961687760529333,21.762407094234923
A,A,C,C,C,C,23.873052007418718,21.778338677180106
A,D,E,E,B,B,12.862212292179185,21.78679867686122
A,C,B,A,B,D,29.912366338128592,21.805472157569376
D,C,B,D,A,B,26.88197248578729,21.81831388179837
A,E,D,E,B,B,4.069449140095605,21.854454043753663
C,A,E,D,A,B,25.49301791552249,21.869592798942755
C,E,D,E,A,A,31.874299809368857,21.874567047682397
A,C,E,D,A,B,25.81784819481078,21.912215321393926
D,E,A,E,B,A,19.60800816433057,21.922619416502528
C,E,C,C,B,B,19.775603394636853,21.924443641088757
B,A,A,D,B,C,28.47156693529468,21.949883832821044
A,B,E,E,B,D,29.009750435832142,21.95427043849349
A,A,B,C,C,D,24.585620390450778,21.958642037887863
C,E,A,E,A,A,31.325517673931827,21.97859064424145
D,C,B,E,A,B,26.355140631723252,21.99901955650529
D,D,C,E,C,B,13.125785096347471,22.00396088239112
A,A,C,B,C,D,24.928089961029706,22.024237855572235
D,A,A,A,C,D,19.0175845004411,22.05384222954524
E,A,E,C,B,B,13.353056477821784,22.053871969441563
A,D,B,A,A,A,28.37672515341164,22.076465090375407
A,A,D,D,B,C,19.98393654014187,22.077487739975783
A,D,A,B,A,A,28.315913210264647,22.078945989226508
E,B,C,E,A,A,31.108631574430355,22.11392472147433
E,B,E,D,B,B,18.463870140299274,22.127466890467005
A,A,B,E,B,D,23.70244473153039,22.182298338059766
D,A,B,A,A,A,28.440624443158953,22.190993698103853
D,A,C,A,C,C,21.648800750919456,22.20892519451616
D,D,C,A,C,B,13.14587167478053,22.22392763309612
D,D,A,C,C,B,12.934921814833064,22.2324216108146
D,A,E,A,C,C,19.192772595271638,22.264100540844467
D,C,A,B,C,C,30.202068637193175,22.289143647767915
D,D,A,C,C,A,19.99548271434987,22.29068816082396
E,B,A,A,A,A,29.60599111270199,22.297534268435285
E,A,B,B,C,B,18.22390424222454,22.30051665102506
D,A,A,D,C,C,19.348583197580613,22.30880996594881
D,D,C,A,C,A,19.973952864265655,22.309219321805365
B,E,A,A,A,A,29.651843229997983,22.314601575408496
B,E,A,D,A,A,29.87570723485767,22.410296161542007
E,C,C,C,B,B,21.904586162828913,22.444182235461344
B,A,E,E,C,C,29.242612926589956,22.46468363015281
B,A,E,D,B,C,28.691898061830734,22.46755198272142
E,C,E,D,B,B,17.41796872445919,22.49817430198536
A,A,B,A,B,C,22.515058754695808,22.50754426838641
D,A,D,C,A,A,29.511055204394516,22.510811454296675
B,E,A,C,B,B,21.229718548800648,22.517356993684476
D,C,A,E,A,B,25.74673882119401,22.526657127708837
A,D,C,D,A,A,29.581744146651168,22.53862108911154
E,B,C,A,B,B,21.148380770739674,22.55533131311936
A,D,C,E,C,C,22.823686739387572,22.561777553464683
A,C,C,B,B,D,30.501798537475302,22.568047406015356
A,D,A,E,C,C,19.60320771704089,22.58636049249641
A,A,C,A,A,B,24.16746062741988,22.595625301556694
A,A,A,C,A,B,24.23266513687423,22.595626943793548
D,D,D,C,C,B,14.401888363232926,22.597119323998
C,A,C,C,B,D,30.1891733174731,22.601909544831983
A,A,E,E,C,C,21.12444755946076,22.605476268394376
A,A,C,E,B,C,22.59222986982528,22.62822132266811
A,B,D,A,B,C,28.590398404425436,22.62897299930031
D,A,B,A,C,C,22.970825160876778,22.64230551371646
A,D,A,B,C,C,22.924634188445676,22.65091778699154
B,A,A,E,C,D,29.941909484489543,22.68194381529988
C,D,E,E,C,B,18.948225878112012,22.689771395848123
D,C,C,D,A,B,27.781457116106424,22.70449450741817
C,D,D,C,A,B,27.775627553176296,22.707314375619035
A,D,C,A,C,C,22.144570886202803,22.71122855319567
E,D,B,D,C,B,13.817746068739927,22.733800151588312
B,A,C,C,B,C,31.23887116571799,22.751147177332665
E,B,B,A,B,B,21.971365721028505,22.765758399282607
D,A,A,E,C,D,19.41909643740184,22.823304729699487
A,B,A,E,B,D,28.596083640204718,22.824503862796544
B,A,A,C,B,C,31.398679003480083,22.83850834800068
D,D,E,C,C,A,25.040006276120458,22.84780957958429
A,B,C,A,B,C,31.30643511081168,22.847969719364343
A,A,C,C,C,D,25.420509195774248,22.854158280620247
A,C,E,C,C,D,31.465489937320946,22.870043583162285
A,E,C,B,B,B,17.52647138758591,22.91289682383941
B,A,E,B,B,C,33.66644804192785,22.920721176771597
D,D,B,A,B,A,24.074570399979848,22.92540586569641
B,A,E,C,C,D,31.89920566064044,22.953913394671385
E,B,C,C,B,B,21.134236707174356,22.960271001168262
D,A,C,E,C,D,23.233525727468297,22.97995485432956
A,B,C,E,B,C,31.438613706414216,22.99976170161405
D,C,A,C,C,C,30.274131825289437,23.04491101376976
A,A,E,A,A,B,24.62519741330734,23.04621487124775
C,E,E,E,B,B,19.082368578356984,23.053051329076773
A,A,E,C,C,C,24.343062878689164,23.060621245017533
E,C,D,E,A,A,32.82214659483822,23.061985350865
C,A,E,E,A,B,26.962287423378875,23.076060422255377
D,E,E,D,C,A,16.81057720427124,23.08466233977179
C,C,E,E,B,C,33.56102017523767,23.10652125317174
A,D,D,E,C,C,20.46770241872374,23.130678807915512
D,C,C,E,A,B,28.477220795718047,23.147438133307
A,D,C,E,A,A,28.613603704779052,23.1508935757758
D,B,A,E,A,B,26.050133376786853,23.164853491656324
B,A,C,E,B,D,32.56128463142982,23.223270382956112
D,D,D,B,B,A,22.787761821891976,23.22982927197454
D,D,D,D,B,B,12.755680008723282,23.237705846825765
B,E,E,E,B,B,19.45315137639408,23.284059971706878
D,A,A,D,C,D,20.65392840546981,23.325168047662206
A,D,D,D,A,A,31.046708939489253,23.344782019686203
C,A,E,C,B,C,29.944262644957835,23.357246441318804
D,D,A,A,B,B,12.418569369094966,23.35784241014159
D,A,C,E,A,A,27.53360969917007,23.363020123858508
E,A,B,B,B,B,19.213041151239835,23.36947335223552
D,A,E,D,C,C,20.916836049995343,23.379024232926795
A,D,B,A,C,C,24.399268902281054,23.387795699020504
A,A,E,E,C,D,22.36926947829064,23.426994003832306
C,A,E,B,B,C,31.072995311307796,23.430164172139467
B,A,E,A,B,D,28.53955131171282,23.470936212691768
D,E,D,C,C,A,22.90591558075251,23.50369987568785
D,C,D,E,C,C,29.317813661977272,23.524464102111697
A,A,A,C,B,D,23.14948965824049,23.52981688879936
E,B,E,A,C,B,16.600342704978292,23.544450970943068
C,D,A,B,C,C,32.116311388204025,23.555383027470903
A,E,B,C,A,A,29.56706670000214,23.557704427991677
D,C,B,A,C,C,32.35307698799052,23.56522969642066
D,A,D,A,A,B,25.862332341402546,23.567297920234807
A,D,D,D,A,B,25.66649918472771,23.581303312949583
A,A,A,E,A,B,25.060230906354956,23.59261280640623
D,A,D,A,B,C,20.736345499826303,23.592826133936068
D,C,D,C,C,C,32.43500462485432,23.60616621348534
E,B,A,E,C,C,28.9791028727768,23.62957446606309
A,D,D,A,C,D,20.855835853642773,23.68439252557319
A,D,A,D,A,B,25.676664838246072,23.68687609045528
D,A,C,A,C,D,23.55253271810577,23.699362823395017
D,D,E,D,C,B,9.786104374486014,23.740235633940344
A,D,A,D,B,C,20.97558976193278,23.7680531821681
E,D,B,D,B,A,23.151296885532645,23.782345279474185
C,D,C,E,A,B,27.016510517100514,23.786272589024435
A,A,D,D,B,D,22.082842779138957,23.795319054955232
D,A,B,D,A,A,29.23712849368064,23.802709646229687
D,C,E,A,A,B,27.490085642050506,23.803664005315444
B,A,A,D,B,D,30.637127230853686,23.85873432025298
B,D,D,A,C,C,29.401548525847872,23.88181380842779
A,A,B,A,B,D,23.669224380301348,23.88190895429465
A,D,E,E,A,A,31.137729188711287,23.884652684129065
C,D,A,C,C,C,31.493451759408895,23.907752068267257
A,D,A,E,C,D,20.98972127508464,23.911702675465506
E,B,D,A,A,A,31.528761717488766,23.911956257666223
A,C,B,B,B,D,33.37816391440091,23.92494774369434
D,A,E,A,C,D,20.917745938812477,23.932793267856024
C,E,B,D,A,B,29.31214097625475,23.940814227928502
D,D,D,A,B,A,21.99693045702147,23.94686403493791
D,D,D,D,C,A,20.219566347664042,23.954646186306736
C,E,C,C,A,A,25.507714187435003,23.9777993954354
E,E,E,C,C,A,22.564481400699727,23.995097980115123
C,E,D,E,B,B,19.12385322970883,23.998022841040704
A,A,C,D,B,C,24.622875628301973,23.999709824920707
D,E,D,B,B,A,23.139957789329998,24.00986946818749
A,B,D,E,B,C,30.498522938133117,24.01535245522212
A,A,C,E,B,D,24.252651313854468,24.03461384473736
A,D,D,C,C,C,23.876559785379147,24.036024855494546
D,D,C,E,C,A,21.46558680975543,24.053951807148355
A,D,E,C,A,A,32.2436330605124,24.061899891212818
C,D,A,C,A,B,28.8149463946194,24.075413714355665
D,E,A,C,C,A,22.28937497230886,24.07767143696424
D,A,B,A,C,D,24.739410412505208,24.12457368143656
A,D,C,E,C,D,24.513820756685377,24.16561644309269
